Parcela;Orientacion;Cota;Ecosistema;Fecha;Microestacion;Tratamiento;Cobertura_forestereo;Cuadrat;Subcuadrat;Cobertura_arborea;CoberSueloDesnudo;CoberLitter;CoberHerbVerde_Seco;CoberHerbVerde;CoberHerbSeco;CoberNoHerbVerde_Seco;CoberArbusVerde_Seco;CoberArbusVerde;CoberArbusSeca;CoberArbolVerde_Seco;CoberArbolVerde;CoberArbolSeca;CoberMataVerde_Seco;CoberMataVerde;CoberMataSeca;EspecieArbus;EspecieArbol;EspecieMata;EspecieHerb;Observaciones_campo;Familia;Ciclo_vida_herbacea;LifeForm;Fenofase
Nacimiento;Norte;1200;Pinar_ha;20250422;Collar_9-12;Refugio;0.344418743;N_2;A;10;0;100;0;;;0;0;;;0;;;0;;;;;;;PINOCHA;;;;
Nacimiento;Norte;1200;Pinar_ha;20250422;Collar_9-12;Refugio;0.344418743;N_2;B;10;0;100;0;;;0;0;;;0;;;0;;;;;;;PINOCHA;;;;
Nacimiento;Norte;1200;Pinar_ha;20250422;Collar_9-12;Refugio;0.344418743;N_2;C;10;0;100;0;;;0;0;;;0;;;0;;;;;;;PINOCHA;;;;
Nacimiento;Norte;1200;Pinar_ha;20250422;Collar_9-12;Refugio;0.344418743;N_2;D;10;0;100;0;;;0;0;;;0;;;0;;;;;;;PINOCHA;;;;
Nacimiento;Norte;1200;Pinar_ha;20250422;Collar_13-16;Control;0.644406257;N_1;A;90;0;100;0;;;0;0;;;0;;;0;;;;;;;PINOCHA;;;;
Nacimiento;Norte;1200;Pinar_ha;20250422;Collar_13-16;Control;0.644406257;N_1;B;90;0;100;0;;;0;0;;;0;;;0;;;;;;;PINOCHA;;;;
Nacimiento;Norte;1200;Pinar_ha;20250422;Collar_13-16;Control;0.644406257;N_1;C;90;0;100;0;;;0;0;;;0;;;0;;;;;;;PINOCHA;;;;
Nacimiento;Norte;1200;Pinar_ha;20250422;Collar_13-16;Control;0.644406257;N_1;D;90;0;100;0;;;0;0;;;0;;;0;;;;;;;PINOCHA;;;;
Nacimiento;Norte;1200;Pinar_ha;20250422;Collar_13-16;Control;0.644406257;N_2;A;80;0;100;0;;;0;0;;;0;;;0;;;;;;;PINOCHA;;;;
Nacimiento;Norte;1200;Pinar_ha;20250422;Collar_13-16;Control;0.644406257;N_2;B;80;0;100;0;;;0;0;;;0;;;0;;;;;;;PINOCHA;;;;
Nacimiento;Norte;1200;Pinar_ha;20250422;Collar_13-16;Control;0.644406257;N_2;C;80;0;100;0;;;0;0;;;0;;;0;;;;;;;PINOCHA;;;;
Nacimiento;Norte;1200;Pinar_ha;20250422;Collar_13-16;Control;0.644406257;N_2;D;80;0;100;0;;;0;0;;;0;;;0;;;;;;;PINOCHA;;;;
Nacimiento;Norte;1200;Pinar_ha;20250422;Collar_17-20;Refugio;0.316406647;N_1;A;90;0;100;0;;;0;0;;;0;;;0;;;;;;;PINOCHA;;;;
Nacimiento;Norte;1200;Pinar_ha;20250422;Collar_17-20;Refugio;0.316406647;N_1;B;90;0;100;0;;;0;0;;;0;;;0;;;;;;;PINOCHA;;;;
Nacimiento;Norte;1200;Pinar_ha;20250422;Collar_17-20;Refugio;0.316406647;N_1;C;90;0;100;0;;;0;0;;;0;;;0;;;;;;;PINOCHA;;;;
Nacimiento;Norte;1200;Pinar_ha;20250422;Collar_17-20;Refugio;0.316406647;N_1;D;90;0;100;0;;;0;0;;;0;;;0;;;;;;;PINOCHA;;;;
Nacimiento;Norte;1200;Pinar_ha;20250422;Collar_17-20;Refugio;0.316406647;N_2;A;80;0;100;0;;;0;0;;;0;;;0;;;;;;;PINOCHA;;;;
Nacimiento;Norte;1200;Pinar_ha;20250422;Collar_17-20;Refugio;0.316406647;N_2;B;80;0;90;0;;;10;0;;;0;;;10;10;0;;;Anthyllis_cytisoides;;PINOCHA;Fabaceae;;chamaephyte;Vegetativo
Nacimiento;Norte;1200;Pinar_ha;20250422;Collar_17-20;Refugio;0.316406647;N_2;C;80;0;100;0;;;0;0;;;0;;;0;;;;;;;PINOCHA;;;;
Nacimiento;Norte;1200;Pinar_ha;20250422;Collar_17-20;Refugio;0.316406647;N_2;D;80;0;100;0;;;0;0;;;0;;;0;;;;;;;PINOCHA;;;;
Nacimiento;Norte;1200;Pinar_ha;20250422;Collar_21-24;Control;0.542004918;N_1;A;20;0;100;0;;;0;0;;;0;;;0;;;;;;;PINOCHA;;;;
Nacimiento;Norte;1200;Pinar_ha;20250422;Collar_21-24;Control;0.542004918;N_1;B;20;0;100;0;;;0;0;;;0;;;0;;;;;;;PINOCHA;;;;
Nacimiento;Norte;1200;Pinar_ha;20250422;Collar_21-24;Control;0.542004918;N_1;C;20;0;100;0;;;0;0;;;0;;;0;;;;;;;PINOCHA;;;;
Nacimiento;Norte;1200;Pinar_ha;20250422;Collar_21-24;Control;0.542004918;N_1;D;20;0;100;0;;;0;0;;;0;;;0;;;;;;;PINOCHA;;;;
Nacimiento;Norte;1200;Pinar_ha;20250422;Collar_21-24;Control;0.542004918;N_2;A;20;0;100;0;;;0;0;;;0;;;0;;;;;;;PINOCHA;;;;
Nacimiento;Norte;1200;Pinar_ha;20250422;Collar_21-24;Control;0.542004918;N_2;B;20;0;100;0;;;0;0;;;0;;;0;;;;;;;PINOCHA;;;;
Nacimiento;Norte;1200;Pinar_ha;20250422;Collar_21-24;Control;0.542004918;N_2;C;20;0;100;0;;;0;0;;;0;;;0;;;;;;;PINOCHA;;;;
Nacimiento;Norte;1200;Pinar_ha;20250422;Collar_21-24;Control;0.542004918;N_2;D;20;0;100;0;;;0;0;;;0;;;0;;;;;;;PINOCHA;;;;
Finana;Norte;1500;Encinar;20250422;Collar_1-3;Control;0.054205783;F_1;A;0;80;0;8;8;0;0;0;;;0;;;0;;;;;;Paronychia_argentea;;Caryophyllaceae;perennifolia;therophyte;Vegetativo
Finana;Norte;1500;Encinar;20250422;Collar_1-3;Control;0.054205783;F_1;A;0;80;0;0;;;8;0;;;0;;;8;8;0;;;Helianthemum_appeninum_stoechadifolium;;;Cistaceae;;chamaephyte;Vegetativo
Finana;Norte;1500;Encinar;20250422;Collar_1-3;Control;0.054205783;F_1;A;0;80;0;0;;;4;0;;;0;;;4;4;0;;;Cistus_clusii_clusii;;;Cistaceae;;chamaephyte;Vegetativo
Finana;Norte;1500;Encinar;20250422;Collar_1-3;Control;0.054205783;F_1;B;0;85;0;0;;;10;0;;;0;;;10;10;0;;;Helianthemum_appeninum_stoechadifolium;;;Cistaceae;;chamaephyte;Vegetativo
Finana;Norte;1500;Encinar;20250422;Collar_1-3;Control;0.054205783;F_1;B;0;85;0;0;;;5;0;;;0;;;5;5;0;;;Cistus_clusii_clusii;;;Cistaceae;;chamaephyte;Floracion
Finana;Norte;1500;Encinar;20250422;Collar_1-3;Control;0.054205783;F_1;C;0;70;0;0;;;5;0;;;0;;;5;5;0;;;Dorycnium_pentaphyllum;;;Fabaceae;;chamaephyte;Vegetativo
Finana;Norte;1500;Encinar;20250422;Collar_1-3;Control;0.054205783;F_1;C;0;70;0;0;;;15;0;;;0;;;15;15;0;;;Helianthemum_appeninum_stoechadifolium;;;Cistaceae;;chamaephyte;Vegetativo
Finana;Norte;1500;Encinar;20250422;Collar_1-3;Control;0.054205783;F_1;C;0;70;0;10;10;0;0;0;;;0;;;0;;;;;;Paronychia_argentea;;Caryophyllaceae;perennifolia;therophyte;Vegetativo
Finana;Norte;1500;Encinar;20250422;Collar_1-3;Control;0.054205783;F_1;D;0;85;0;0;;;15;0;;;0;;;15;15;0;;;Helianthemum_appeninum_stoechadifolium;;;Cistaceae;;chamaephyte;Vegetativo
Finana;Norte;1500;Encinar;20250422;Collar_1-3;Control;0.054205783;F_2;A;0;90;0;0;;;10;0;;;0;;;10;10;0;;;Cistus_clusii_clusii;;;Cistaceae;;chamaephyte;Vegetativo
Finana;Norte;1500;Encinar;20250422;Collar_1-3;Control;0.054205783;F_2;B;0;95;0;0;;;5;0;;;0;;;5;5;0;;;Cistus_clusii_clusii;;;Cistaceae;;chamaephyte;Vegetativo
Finana;Norte;1500;Encinar;20250422;Collar_1-3;Control;0.054205783;F_2;C;0;95;0;0;;;5;0;;;0;;;5;5;0;;;Cistus_clusii_clusii;;;Cistaceae;;chamaephyte;Floracion
Finana;Norte;1500;Encinar;20250422;Collar_1-3;Control;0.054205783;F_2;D;0;85;0;0;;;15;0;;;0;;;15;15;0;;;Cistus_clusii_clusii;;;Cistaceae;;chamaephyte;Floracion
Finana;Norte;1500;Encinar;20250422;Collar_4-6;Refugio;0.093623552;F_1;A;70;90;0;0;;;10;0;;;0;;;10;10;0;;;Helianthemum_appeninum_stoechadifolium;;;Cistaceae;;chamaephyte;Vegetativo
Finana;Norte;1500;Encinar;20250422;Collar_4-6;Refugio;0.093623552;F_1;B;70;95;0;0;;;5;0;;;0;;;5;5;0;;;Helianthemum_appeninum_stoechadifolium;;;Cistaceae;;chamaephyte;Vegetativo
Finana;Norte;1500;Encinar;20250422;Collar_4-6;Refugio;0.093623552;F_1;C;70;85;0;0;;;10;0;;;0;;;10;10;0;;;Cistus_clusii_clusii;;;Cistaceae;;chamaephyte;Vegetativo
Finana;Norte;1500;Encinar;20250422;Collar_4-6;Refugio;0.093623552;F_1;C;70;85;0;0;;;3;0;;;0;;;3;3;0;;;Helianthemum_appeninum_stoechadifolium;;;Cistaceae;;chamaephyte;Vegetativo
Finana;Norte;1500;Encinar;20250422;Collar_4-6;Refugio;0.093623552;F_1;C;70;85;0;2;2;0;0;0;;;0;;;0;;;;;;Koeleria_vallesiana;;Poaceae;perennifolia;hemycriptophyte;Vegetativo
Finana;Norte;1500;Encinar;20250422;Collar_4-6;Refugio;0.093623552;F_1;D;70;80;0;12;12;0;0;0;;;0;;;0;;;;;;Achnatherum_calamagrostis;;Poaceae;perennifolia;hemycriptophyte;Vegetativo
Finana;Norte;1500;Encinar;20250422;Collar_4-6;Refugio;0.093623552;F_1;D;70;80;0;0;;;5;0;;;0;;;5;5;0;;;Cistus_clusii_clusii;;;Cistaceae;;chamaephyte;Vegetativo
Finana;Norte;1500;Encinar;20250422;Collar_4-6;Refugio;0.093623552;F_1;D;70;80;0;0;;;3;0;;;0;;;3;3;0;;;Helianthemum_appeninum_stoechadifolium;;;Cistaceae;;chamaephyte;Vegetativo
Finana;Norte;1500;Encinar;20250422;Collar_4-6;Refugio;0.093623552;F_2;A;60;100;0;0;0;;0;0;;;0;;;0;;;;;;;;;;;
Finana;Norte;1500;Encinar;20250422;Collar_4-6;Refugio;0.093623552;F_2;B;60;95;0;0;;;5;0;;;0;;;5;5;0;;;Paronychia_sufruticosa_sufruticosa;;;Caryophyllaceae;;chamaephyte;Vegetativo
Finana;Norte;1500;Encinar;20250422;Collar_4-6;Refugio;0.093623552;F_2;C;60;80;0;0;;;10;0;;;0;;;10;10;0;;;Cistus_clusii_clusii;;;Cistaceae;;chamaephyte;Vegetativo
Finana;Norte;1500;Encinar;20250422;Collar_4-6;Refugio;0.093623552;F_2;C;60;80;0;10;10;0;0;0;;;0;;;0;;;;;;Koeleria_vallesiana;;Poaceae;perennifolia;hemycriptophyte;Vegetativo
Finana;Norte;1500;Encinar;20250422;Collar_4-6;Refugio;0.093623552;F_2;D;60;80;0;10;10;0;0;0;;;0;;;0;;;;;;Koeleria_vallesiana;;Poaceae;perennifolia;hemycriptophyte;Vegetativo
Finana;Norte;1500;Encinar;20250422;Collar_4-6;Refugio;0.093623552;F_2;D;60;80;0;0;;;7;0;;;0;;;7;7;0;;;Cistus_clusii_clusii;;;Cistaceae;;chamaephyte;Vegetativo
Finana;Norte;1500;Encinar;20250422;Collar_4-6;Refugio;0.093623552;F_2;D;60;80;0;0;;;3;0;;;0;;;3;3;0;;;Helianthemum_appeninum_stoechadifolium;;;Cistaceae;;chamaephyte;Vegetativo
Finana;Norte;1500;Encinar;20250422;Collar_7-9;Control;0;F_1;A;0;70;0;0;;;20;0;;;0;;;20;20;0;;;Cistus_clusii_clusii;;;Cistaceae;;chamaephyte;Floracion
Finana;Norte;1500;Encinar;20250422;Collar_7-9;Control;0;F_1;A;0;70;0;0;;;3;0;;;0;;;3;3;0;;;Helianthemum_appeninum_stoechadifolium;;;Cistaceae;;chamaephyte;Vegetativo
Finana;Norte;1500;Encinar;20250422;Collar_7-9;Control;0;F_1;A;0;70;0;0;;;2;0;;;0;;;2;2;0;;;Dorycnium_pentaphyllum;;;Fabaceae;;chamaephyte;Vegetativo
Finana;Norte;1500;Encinar;20250422;Collar_7-9;Control;0;F_1;A;0;70;0;0;;;5;0;;;0;;;5;5;0;;;Genista_longipes_longipes;;;Fabaceae;;chamaephyte;Vegetativo
Finana;Norte;1500;Encinar;20250422;Collar_7-9;Control;0;F_1;B;0;80;0;0;;;18;0;;;0;;;18;18;0;;;Cistus_clusii_clusii;;;Cistaceae;;chamaephyte;Vegetativo
Finana;Norte;1500;Encinar;20250422;Collar_7-9;Control;0;F_1;B;0;80;0;2;2;0;0;0;;;0;;;0;;;;;;Thapsia_villosa;;Apiaceae;perennifolia;hemycriptophyte;Vegetativo
Finana;Norte;1500;Encinar;20250422;Collar_7-9;Control;0;F_1;C;0;85;0;0;;;15;0;;;0;;;15;15;0;;;Genista_longipes_longipes;;;Fabaceae;;chamaephyte;Vegetativo
Finana;Norte;1500;Encinar;20250422;Collar_7-9;Control;0;F_1;D;0;100;0;0;0;;0;0;;;0;;;0;;;;;;;;;;;
Finana;Norte;1500;Encinar;20250422;Collar_7-9;Control;0;F_2;A;0;100;0;0;0;;0;0;;;0;;;0;;;;;;;;;;;
Finana;Norte;1500;Encinar;20250422;Collar_7-9;Control;0;F_2;B;0;85;0;0;;;5;0;;;0;;;5;5;0;;;Helianthemum_appeninum_stoechadifolium;;;Cistaceae;;chamaephyte;Vegetativo
Finana;Norte;1500;Encinar;20250422;Collar_7-9;Control;0;F_2;B;0;85;0;5;5;0;0;0;;;0;;;0;;;;;;Paronychia_argentea;;Caryophyllaceae;perennifolia;therophyte;Floracion
Finana;Norte;1500;Encinar;20250422;Collar_7-9;Control;0;F_2;B;0;85;0;0;;;5;0;;;0;;;5;5;0;;;Genista_longipes_longipes;;;Fabaceae;;chamaephyte;Vegetativo
Finana;Norte;1500;Encinar;20250422;Collar_7-9;Control;0;F_2;C;0;100;0;0;0;;0;0;;;0;;;0;;;;;;;;;;;
Finana;Norte;1500;Encinar;20250422;Collar_7-9;Control;0;F_2;D;0;95;0;0;;;5;0;;;0;;;5;5;0;;;Helianthemum_appeninum_stoechadifolium;;;Cistaceae;;chamaephyte;Vegetativo
Finana;Norte;1500;Encinar;20250422;Collar_10-12;Refugio;0.140077942;F_1;A;40;80;0;0;;;20;0;;;0;;;20;20;0;;;Cistus_clusii_clusii;;;Cistaceae;;chamaephyte;Vegetativo
Finana;Norte;1500;Encinar;20250422;Collar_10-12;Refugio;0.140077942;F_1;B;40;75;0;20;20;0;0;0;;;0;;;0;;;;;;Achnatherum_calamagrostis;;Poaceae;perennifolia;hemycriptophyte;Vegetativo
Finana;Norte;1500;Encinar;20250422;Collar_10-12;Refugio;0.140077942;F_1;B;40;75;0;0;;;5;0;;;0;;;5;5;0;;;Helianthemum_appeninum_stoechadifolium;;;Cistaceae;;chamaephyte;Vegetativo
Finana;Norte;1500;Encinar;20250422;Collar_10-12;Refugio;0.140077942;F_1;C;40;90;0;0;;;8;0;;;0;;;8;8;0;;;Helianthemum_appeninum_stoechadifolium;;;Cistaceae;;chamaephyte;Vegetativo
Finana;Norte;1500;Encinar;20250422;Collar_10-12;Refugio;0.140077942;F_1;C;40;90;0;2;2;0;0;0;;;0;;;0;;;;;;Eryngium_bourgatii;;Apiaceae;perennifolia;hemycriptophyte;Vegetativo
Finana;Norte;1500;Encinar;20250422;Collar_10-12;Refugio;0.140077942;F_1;D;40;20;0;70;70;0;0;0;;;0;;;0;;;;;;Achnatherum_calamagrostis;;Poaceae;perennifolia;hemycriptophyte;Vegetativo
Finana;Norte;1500;Encinar;20250422;Collar_10-12;Refugio;0.140077942;F_1;D;40;20;0;0;;;10;0;;;0;;;10;10;0;;;Cistus_clusii_clusii;;;Cistaceae;;chamaephyte;Vegetativo
Finana;Norte;1500;Encinar;20250422;Collar_10-12;Refugio;0.140077942;F_2;A;20;90;0;0;;;7;0;;;0;;;7;7;0;;;Helianthemum_appeninum_stoechadifolium;;;Cistaceae;;chamaephyte;Vegetativo
Finana;Norte;1500;Encinar;20250422;Collar_10-12;Refugio;0.140077942;F_2;A;20;90;0;3;3;0;0;0;;;0;;;0;;;;;;Koeleria_vallesiana;;Poaceae;perennifolia;hemycriptophyte;Vegetativo
Finana;Norte;1500;Encinar;20250422;Collar_10-12;Refugio;0.140077942;F_2;B;20;85;0;0;;;10;0;;;0;;;10;10;0;;;Cistus_clusii_clusii;;;Cistaceae;;chamaephyte;Vegetativo
Finana;Norte;1500;Encinar;20250422;Collar_10-12;Refugio;0.140077942;F_2;B;20;85;0;0;;;5;0;;;0;;;5;5;0;;;Helianthemum_appeninum_stoechadifolium;;;Cistaceae;;chamaephyte;Vegetativo
Finana;Norte;1500;Encinar;20250422;Collar_10-12;Refugio;0.140077942;F_2;C;20;85;0;0;;;8;0;;;0;;;8;8;0;;;Helianthemum_appeninum_stoechadifolium;;;Cistaceae;;chamaephyte;Vegetativo
Finana;Norte;1500;Encinar;20250422;Collar_10-12;Refugio;0.140077942;F_2;C;20;85;0;7;7;0;0;0;;;0;;;0;;;;;;Koeleria_vallesiana;;Poaceae;perennifolia;hemycriptophyte;Vegetativo
Finana;Norte;1500;Encinar;20250422;Collar_10-12;Refugio;0.140077942;F_2;D;20;20;0;0;;;50;0;;;0;;;50;50;0;;;Cistus_clusii_clusii;;;Cistaceae;;chamaephyte;Vegetativo
Finana;Norte;1500;Encinar;20250422;Collar_10-12;Refugio;0.140077942;F_2;D;20;20;0;0;;;20;20;20;0;0;;;0;;;Adenocarpus_decorticans;;;;;Fabaceae;;phanerophyte;Vegetativo
Finana;Norte;1500;Encinar;20250422;Collar_10-12;Refugio;0.140077942;F_2;D;20;20;0;0;;;7;0;;;0;;;7;7;0;;;Thymus_zygis_gracilis;;;Lamiaceae;;chamaephyte;Vegetativo
Finana;Norte;1500;Encinar;20250422;Collar_10-12;Refugio;0.140077942;F_2;D;20;20;0;0;;;3;0;;;0;;;3;3;0;;;Helianthemum_appeninum_stoechadifolium;;;Cistaceae;;chamaephyte;Vegetativo
Finana;Norte;1500;Encinar;20250422;Collar_13-15;Control;0;F_1;A;0;90;0;0;;;5;0;;;0;;;5;5;0;;;Cistus_clusii_clusii;;;Cistaceae;;chamaephyte;Vegetativo
Finana;Norte;1500;Encinar;20250422;Collar_13-15;Control;0;F_1;A;0;90;0;5;5;0;0;0;;;0;;;0;;;;;;Jurinea_humilis;;Asteraceae;perennifolia;hemycriptophyte;Vegetativo
Finana;Norte;1500;Encinar;20250422;Collar_13-15;Control;0;F_1;B;0;95;0;0;;;5;0;;;0;;;5;5;0;;;Cistus_clusii_clusii;;;Cistaceae;;chamaephyte;Vegetativo
Finana;Norte;1500;Encinar;20250422;Collar_13-15;Control;0;F_1;C;0;100;0;0;0;;0;0;;;0;;;0;;;;;;;;;;;
Finana;Norte;1500;Encinar;20250422;Collar_13-15;Control;0;F_1;D;0;95;0;0;;;5;0;;;0;;;5;5;0;;;Cistus_clusii_clusii;;;Cistaceae;;chamaephyte;Vegetativo
Finana;Norte;1500;Encinar;20250422;Collar_13-15;Control;0;F_2;A;0;85;0;0;;;12;0;;;0;;;12;0;12;;;Cistus_clusii_clusii;;;Cistaceae;;chamaephyte;Muerta
Finana;Norte;1500;Encinar;20250422;Collar_13-15;Control;0;F_2;A;0;85;0;3;3;0;0;0;;;0;;;0;;;;;;Petrorhagia_nanteuilii;;Caryophyllaceae;anual;therophyte;Vegetativo
Finana;Norte;1500;Encinar;20250422;Collar_13-15;Control;0;F_2;B;0;75;0;0;;;7;0;;;0;;;7;7;0;;;Cistus_clusii_clusii;;;Cistaceae;;chamaephyte;Vegetativo
Finana;Norte;1500;Encinar;20250422;Collar_13-15;Control;0;F_2;B;0;75;0;0;;;18;0;;;0;;;18;0;18;;;Cistus_clusii_clusii;;;Cistaceae;;chamaephyte;Muerta
Finana;Norte;1500;Encinar;20250422;Collar_13-15;Control;0;F_2;C;0;85;0;3;3;0;0;0;;;0;;;0;;;;;;Petrorhagia_nanteuilii;;Caryophyllaceae;anual;therophyte;Vegetativo
Finana;Norte;1500;Encinar;20250422;Collar_13-15;Control;0;F_2;C;0;85;0;0;;;5;0;;;0;;;5;5;0;;;Dorycnium_pentaphyllum;;;Fabaceae;;chamaephyte;Vegetativo
Finana;Norte;1500;Encinar;20250422;Collar_13-15;Control;0;F_2;C;0;85;0;7;7;0;0;0;;;0;;;0;;;;;;Achnatherum_calamagrostis;;Poaceae;perennifolia;hemycriptophyte;Vegetativo
Finana;Norte;1500;Encinar;20250422;Collar_13-15;Control;0;F_2;D;0;90;0;0;;;5;0;;;0;;;5;5;0;;;Cistus_clusii_clusii;;;Cistaceae;;chamaephyte;Vegetativo
Finana;Norte;1500;Encinar;20250422;Collar_13-15;Control;0;F_2;D;0;90;0;3;3;0;0;0;;;0;;;0;;;;;;Koeleria_vallesiana;;Poaceae;perennifolia;hemycriptophyte;Vegetativo
Finana;Norte;1500;Encinar;20250422;Collar_13-15;Control;0;F_2;D;0;90;0;2;2;0;0;0;;;0;;;0;;;;;;Petrorhagia_nanteuilii;;Caryophyllaceae;anual;therophyte;Vegetativo
Finana;Norte;1500;Encinar;20250422;Collar_16-18;Refugio;0.089204767;F_1;A;20;20;0;0;;;50;0;;;50;50;0;0;;;;Quercus_rotundifolia;;;;Fagaceae;;phanerophyte;Vegetativo
Finana;Norte;1500;Encinar;20250422;Collar_16-18;Refugio;0.089204767;F_1;A;20;20;0;30;30;0;0;0;;;0;;;0;;;;;;Dactylis_glomerata_juncinella;;Poaceae;perennifolia;hemycriptophyte;Vegetativo
Finana;Norte;1500;Encinar;20250422;Collar_16-18;Refugio;0.089204767;F_1;B;20;30;0;0;;;55;0;;;55;55;0;0;;;;Quercus_rotundifolia;;;;Fagaceae;;phanerophyte;Vegetativo
Finana;Norte;1500;Encinar;20250422;Collar_16-18;Refugio;0.089204767;F_1;B;20;30;0;15;15;0;0;0;;;0;;;0;;;;;;Dactylis_glomerata_juncinella;;Poaceae;perennifolia;hemycriptophyte;Vegetativo
Finana;Norte;1500;Encinar;20250422;Collar_16-18;Refugio;0.089204767;F_1;C;20;50;0;20;20;0;0;0;;;0;;;0;;;;;;Dactylis_glomerata_juncinella;;Poaceae;perennifolia;hemycriptophyte;Vegetativo
Finana;Norte;1500;Encinar;20250422;Collar_16-18;Refugio;0.089204767;F_1;C;20;50;0;0;;;30;0;;;30;30;0;0;;;;Quercus_rotundifolia;;;;Fagaceae;;phanerophyte;Vegetativo
Finana;Norte;1500;Encinar;20250422;Collar_16-18;Refugio;0.089204767;F_1;D;20;80;0;0;;;5;0;;;0;;;5;5;0;;;Helianthemum_appeninum_stoechadifolium;;;Cistaceae;;chamaephyte;Vegetativo
Finana;Norte;1500;Encinar;20250422;Collar_16-18;Refugio;0.089204767;F_1;D;20;80;0;10;10;0;0;0;;;0;;;0;;;;;;Dactylis_glomerata_juncinella;;Poaceae;perennifolia;hemycriptophyte;Vegetativo
Finana;Norte;1500;Encinar;20250422;Collar_16-18;Refugio;0.089204767;F_1;D;20;80;0;0;;;5;0;;;5;5;0;0;;;;Quercus_rotundifolia;;;;Fagaceae;;phanerophyte;Vegetativo
