Parcela;Orientacion;Cota;Ecosistema;Fecha;Microestacion;Tratamiento;Cobertura_forestereo;Cuadrat;Subcuadrat;Cobertura_arborea;CoberSueloDesnudo;CoberLitter;CoberHerbVerde_Seco;CoberHerbVerde;CoberHerbSeco;CoberNoHerbVerde_Seco;CoberArbusVerde_Seco;CoberArbusVerde;CoberArbusSeca;CoberArbolVerde_Seco;CoberArbolVerde;CoberArbolSeca;CoberMataVerde_Seco;CoberMataVerde;CoberMataSeca;EspecieArbus;EspecieArbol;EspecieMata;EspecieHerb;Observaciones_campo;Familia;Ciclo_vida_herbacea;LifeForm;Fenofase
Camarate;Norte;1700;Robledal;20241001;1;Control;0.433905504;Cam_1;A;0;20;0;8.255933952;;8.255933952;0;0;;;0;;;0;;;;;;Trifolium;;Fabaceae;NA;NA;Muerta
Camarate;Norte;1700;Robledal;20241001;1;Control;0.433905504;Cam_1;A;0;20;0;8.255933952;8.255933952;;0;0;;;0;;;0;;;;;;Silene;;Caryophyllaceae;NA;NA;Vegetativo
Camarate;Norte;1700;Robledal;20241001;1;Control;0.433905504;Cam_1;A;0;20;0;8.255933952;8.255933952;;0;0;;;0;;;0;;;;;;Geranium_molle;;Geraniaceae;anual;therophyte;Vegetativo
Camarate;Norte;1700;Robledal;20241001;1;Control;0.433905504;Cam_1;B;0;0;0;40;;40;0;0;;;0;;;0;;;;;;Anthriscus_caucalis;;Apiaceae;anual;therophyte;Muerta
Camarate;Norte;1700;Robledal;20241001;1;Control;0.433905504;Cam_1;B;0;0;0;40;;40;0;0;;;0;;;0;;;;;;Asphodelus_macrocarpus_rubescens;;Asphodelaceae;anual;geophyte;Muerta
Camarate;Norte;1700;Robledal;20241001;1;Control;0.433905504;Cam_1;B;0;0;0;20;;20;0;0;;;0;;;0;;;;;;Silene;;Caryophyllaceae;NA;NA;Muerta
Camarate;Norte;1700;Robledal;20241001;1;Control;0.433905504;Cam_1;C;0;10;0;22.5;;22.5;0;0;;;0;;;0;;;;;;Anthriscus_caucalis;;Apiaceae;anual;therophyte;Muerta
Camarate;Norte;1700;Robledal;20241001;1;Control;0.433905504;Cam_1;C;0;10;0;22.5;;22.5;0;0;;;0;;;0;;;;;;Asphodelus_macrocarpus_rubescens;;Asphodelaceae;anual;geophyte;Muerta
Camarate;Norte;1700;Robledal;20241001;1;Control;0.433905504;Cam_1;C;0;10;0;11.25;;11.25;0;0;;;0;;;0;;;;;;Trifolium;;Fabaceae;NA;NA;Muerta
Camarate;Norte;1700;Robledal;20241001;1;Control;0.433905504;Cam_1;C;0;10;0;11.25;11.25;;0;0;;;0;;;0;;;;;;Fumaria_capreolata;;Fumariaceae;anual;therophyte;Vegetativo
Camarate;Norte;1700;Robledal;20241001;1;Control;0.433905504;Cam_1;C;0;10;0;11.25;11.25;;0;0;;;0;;;0;;;;;;Geranium_molle;;Geraniaceae;anual;therophyte;Vegetativo
Camarate;Norte;1700;Robledal;20241001;1;Control;0.433905504;Cam_1;C;0;10;0;11.25;11.25;;0;0;;;0;;;0;;;;;;Rumex_angiocarpus;;Polygonaceae;perennifolia;hemicryptophyte;Vegetativo
Camarate;Norte;1700;Robledal;20241001;1;Control;0.433905504;Cam_1;D;0;10;0;25.71428571;;25.71428571;0;0;;;0;;;0;;;;;;Asphodelus_macrocarpus_rubescens;;Asphodelaceae;anual;geophyte;Muerta
Camarate;Norte;1700;Robledal;20241001;1;Control;0.433905504;Cam_1;D;0;10;0;12.85714286;;12.85714286;0;0;;;0;;;0;;;;;;Trifolium;;Fabaceae;NA;NA;Muerta
Camarate;Norte;1700;Robledal;20241001;1;Control;0.433905504;Cam_1;D;0;10;0;25.71428571;;25.71428571;0;0;;;0;;;0;;;;;;Torilis_leptophylla;;Apiaceae;anual;therophyte;Muerta
Camarate;Norte;1700;Robledal;20241001;1;Control;0.433905504;Cam_1;D;0;10;0;12.85714286;12.85714286;;0;0;;;0;;;0;;;;;;Fumaria_capreolata;;Papaveraceae;anual;therophyte;Vegetativo
Camarate;Norte;1700;Robledal;20241001;1;Control;0.433905504;Cam_1;D;0;10;0;12.85714286;12.85714286;;0;0;;;0;;;0;;;;;;Geranium_molle;;Geraniaceae;anual;therophyte;Vegetativo
Camarate;Norte;1700;Robledal;20241001;1;Control;0.433905504;Cam_2;A;5;60;0;5;;5;0;0;;;0;;;0;;;;;;Arenaria_serpyllifolia;;Caryophyllaceae;anual;therophyte;Muerta
Camarate;Norte;1700;Robledal;20241001;1;Control;0.433905504;Cam_2;A;5;60;0;10;;10;0;0;;;0;;;0;;;;;;Silene;;Caryophyllaceae;NA;NA;Muerta
Camarate;Norte;1700;Robledal;20241001;1;Control;0.433905504;Cam_2;A;5;60;0;10;;10;0;0;;;0;;;0;;;;;;Torilis_leptophylla;;Apiaceae;anual;therophyte;Muerta
Camarate;Norte;1700;Robledal;20241001;1;Control;0.433905504;Cam_2;A;5;60;0;5;;5;0;0;;;0;;;0;;;;;;Asphodelus_macrocarpus_rubescens;;Asphodelaceae;anual;geophyte;Muerta
Camarate;Norte;1700;Robledal;20241001;1;Control;0.433905504;Cam_2;A;5;60;0;10;10;;0;0;;;0;;;0;;;;;;Fumaria_capreolata;;Papaveraceae;anual;therophyte;Vegetativo
Camarate;Norte;1700;Robledal;20241001;1;Control;0.433905504;Cam_2;B;5;0;20;40;;40;0;0;;;0;;;0;;;;;;Asphodelus_macrocarpus_rubescens;Hojarasca_Quercus_pyrenaica;Asphodelaceae;anual;geophyte;Muerta
Camarate;Norte;1700;Robledal;20241001;1;Control;0.433905504;Cam_2;B;5;0;20;26.66666666;;26.66666666;0;0;;;0;;;0;;;;;;Torilis_leptophylla;Hojarasca_Quercus_pyrenaica;Apiaceae;anual;therophyte;Muerta
Camarate;Norte;1700;Robledal;20241001;1;Control;0.433905504;Cam_2;B;5;0;20;13.33333334;13.33333334;;0;0;;;0;;;0;;;;;;Fumaria_capreolata;;Fumariaceae;anual;therophyte;Vegetativo
Camarate;Norte;1700;Robledal;20241001;1;Control;0.433905504;Cam_2;C;5;50;50;0;;;0;0;;;0;;;0;;;;;;;Hojarasca_Quercus_pyrenaica;;;;
Camarate;Norte;1700;Robledal;20241001;1;Control;0.433905504;Cam_2;D;5;40;40;12;;12;0;0;;;0;;;0;;;;;;Torilis_leptophylla;Hojarasca_Quercus_pyrenaica;Apiaceae;anual;therophyte;Muerta
Camarate;Norte;1700;Robledal;20241001;1;Control;0.433905504;Cam_2;D;5;40;40;8;8;;0;0;;;0;;;0;;;;;;Fumaria_capreolata;;Fumariaceae;anual;therophyte;Vegetativo
Canar;Sur;1700;Robledal;20240521;10;Refugio;0.725442196;C_1;A;95;80;0;5;5;;0;0;;;0;;;0;;;;;;Arabis;;Brassicaceae;NA;NA;Floracion
Canar;Sur;1700;Robledal;20240521;10;Refugio;0.725442196;C_1;A;95;80;0;5;5;;0;0;;;0;;;0;;;;;;Koeleria_vallesiana;;Poaceae;perennifolia;hemicryptophyte;Vegetativo
Canar;Sur;1700;Robledal;20240521;10;Refugio;0.725442196;C_1;A;95;80;0;5;5;;0;0;;;0;;;0;;;;;;Hypochaeris_glabra;;Asteraceae;anual;therophyte;Vegetativo
Canar;Sur;1700;Robledal;20240521;10;Refugio;0.725442196;C_1;A;95;80;0;0;;;5;0;;;0;;;5;5;;;;Ononis_spinosa_australis;;;Fabaceae;;chamaephyte;Vegetativo
Canar;Sur;1700;Robledal;20240521;10;Refugio;0.725442196;C_1;B;95;20;0;0;;;17.77777778;0;;;0;;;17.77777778;17.77777778;;;;Ononis_spinosa_australis;;;Fabaceae;;chamaephyte;Vegetativo
Canar;Sur;1700;Robledal;20240521;10;Refugio;0.725442196;C_1;B;95;20;0;0;;;8.888888888;0;;;0;;;8.888888888;8.888888888;;;;Helichrysum_serotinum_serotinum;;;Asteraceae;;chamaephyte;Vegetativo
Canar;Sur;1700;Robledal;20240521;10;Refugio;0.725442196;C_1;B;95;20;0;0;;;8.888888888;0;;;0;;;8.888888888;8.888888888;;;;Lavandula_stoechas;;;Lamiaceae;;chamaephyte;Vegetativo
Canar;Sur;1700;Robledal;20240521;10;Refugio;0.725442196;C_1;B;95;20;0;8.888888888;8.888888888;;0;0;;;0;;;0;;;;;;Koeleria_vallesiana;;Poaceae;perennifolia;hemicryptophyte;Vegetativo
Canar;Sur;1700;Robledal;20240521;10;Refugio;0.725442196;C_1;B;95;20;0;17.77777778;17.77777778;;0;0;;;0;;;0;;;;;;Hypochaeris_glabra;;Asteraceae;anual;therophyte;Vegetativo
Canar;Sur;1700;Robledal;20240521;10;Refugio;0.725442196;C_1;B;95;20;0;0;;;17.77777778;0;;;0;;;17.77777778;17.77777778;;;;Thymus_zygis_gracilis;;;Lamiaceae;;chamaephyte;Floracion
Canar;Sur;1700;Robledal;20240521;10;Refugio;0.725442196;C_1;C;95;60;0;0;;;16;0;;;0;;;16;16;;;;Ononis_spinosa_australis;;;Fabaceae;;chamaephyte;Vegetativo
Canar;Sur;1700;Robledal;20240521;10;Refugio;0.725442196;C_1;C;95;60;0;8;8;;0;0;;;0;;;0;;;;;;Avenula_bromoides_bromoides;;Poaceae;perennifolia;hemicryptophyte;Vegetativo
Canar;Sur;1700;Robledal;20240521;10;Refugio;0.725442196;C_1;C;95;60;0;16;16;;0;0;;;0;;;0;;;;;;Hypochaeris_glabra;;Asteraceae;anual;therophyte;Vegetativo
Canar;Sur;1700;Robledal;20240521;10;Refugio;0.725442196;C_1;D;95;30;0;7.5;7.5;;0;0;;;0;;;0;;;;;;Arabis;;Brassicaceae;NA;NA;Floracion
Canar;Sur;1700;Robledal;20240521;10;Refugio;0.725442196;C_1;D;95;30;0;0;;;15;0;;;0;;;15;15;;;;Ononis_spinosa_australis;;;Fabaceae;;chamaephyte;Vegetativo
Canar;Sur;1700;Robledal;20240521;10;Refugio;0.725442196;C_1;D;95;30;0;15;15;;0;0;;;0;;;0;;;;;;Hieracium_amplexicaule;;Asteraceae;anual;hemicryptophyte;Vegetativo
Canar;Sur;1700;Robledal;20240521;10;Refugio;0.725442196;C_1;D;95;30;0;0;;;15;0;;;0;;;15;15;;;;Lavandula_stoechas;;;Lamiaceae;;chamaephyte;Vegetativo
Canar;Sur;1700;Robledal;20240521;10;Refugio;0.725442196;C_1;D;95;30;0;7.5;7.5;;0;0;;;0;;;0;;;;;;Thesium_humifusum;;Santalaceae;perennifolia;hemicryptophyte;Vegetativo
Canar;Sur;1700;Robledal;20240521;10;Refugio;0.725442196;C_1;D;95;30;0;0;;;10;0;;;10;10;;0;;;;Quercus_rotundifolia;;;;Fagaceae;;phanerophyte;Vegetativo
Canar;Sur;1700;Robledal;20240521;10;Refugio;0.725442196;C_2;A;80;20;0;0;;;48;0;;;0;;;48;48;;;;Ononis_spinosa_australis;;;Fabaceae;;chamaephyte;Vegetativo
Canar;Sur;1700;Robledal;20240521;10;Refugio;0.725442196;C_2;A;80;20;0;32;32;;0;0;;;0;;;0;;;;;;Koeleria_vallesiana;;Poaceae;perennifolia;hemicryptophyte;Vegetativo
Canar;Sur;1700;Robledal;20240521;10;Refugio;0.725442196;C_2;B;80;30;0;0;;;28;0;;;0;;;28;28;;;;Ononis_spinosa_australis;;;Fabaceae;;chamaephyte;Vegetativo
Canar;Sur;1700;Robledal;20240521;10;Refugio;0.725442196;C_2;B;80;30;0;0;;;14;0;;;0;;;14;14;;;;Lavandula_stoechas;;;Lamiaceae;;chamaephyte;Vegetativo
Canar;Sur;1700;Robledal;20240521;10;Refugio;0.725442196;C_2;B;80;30;0;14;14;;0;0;;;0;;;0;;;;;;Trifolium_angustifolium;;Fabaceae;anual;therophyte;Vegetativo
Canar;Sur;1700;Robledal;20240521;10;Refugio;0.725442196;C_2;B;80;30;0;0;;;14;0;;;0;;;14;14;;;;Ulex_parviflorus;;;Fabaceae;;chamaephyte;Vegetativo
Canar;Sur;1700;Robledal;20240521;10;Refugio;0.725442196;C_2;C;80;40;0;0;;;17.14285714;0;;;0;;;17.14285714;17.14285714;;;;Lavandula_stoechas;;;Lamiaceae;;chamaephyte;Vegetativo
