ID_micro_fecha,micro,fecha,specie,cover
10_20240521,10,20240521,Hypochaeris_glabra,6.72
10_20240521,10,20240521,Jasione_montana_gracilis,1.07
10_20240521,10,20240521,Koeleria_vallesiana,6.11
10_20240521,10,20240521,Lavandula_stoechas,6.56
10_20240521,10,20240521,Ononis_cfinosa,20.15
,,,,
10_20240521,10,20240521,Thesium_humifusum,0.94
10_20240521,10,20240521,Thymus_mastichina,7.9
10_20240521,10,20240521,Trifolium_angustifolium,3.18
10_20240521,10,20240521,Ulex_parviflorus,1.75
10_20240626,10,20240626,Arabis_verna,1.35
10_20240626,10,20240626,Cephalanthera_longifolia,1.07
10_20240626,10,20240626,Dactylis_glomerata_juncinella,1.49
10_20240626,10,20240626,Eryngium_bourgatii,0.42
10_20240626,10,20240626,Helichrysum_serotinum_serotinum,2.54
10_20240626,10,20240626,Hypochaeris_glabra,6.51
10_20240626,10,20240626,Jasione_montana_gracilis,1.07
10_20240626,10,20240626,Koeleria_vallesiana,6.53
10_20240626,10,20240626,Lavandula_stoechas,6.56
10_20240626,10,20240626,Ononis_cfinosa,19.94
,,,,
10_20240626,10,20240626,Thesium_humifusum,0.94
10_20240626,10,20240626,Thymus_cf,6.83
10_20240626,10,20240626,Trifolium_angustifolium,3.18
10_20240626,10,20240626,Ulex_parviflorus,2.82
10_20240722,10,20240722,Arabis_verna,1.35
10_20240722,10,20240722,Cephalanthera_longifolia,1.07
10_20240722,10,20240722,Dactylis_glomerata_juncinella,1.49
10_20240722,10,20240722,Eryngium_bourgatii,0.42
10_20240722,10,20240722,Helichrysum_serotinum_serotinum,2.54
10_20240722,10,20240722,Hypochaeris_glabra,6.51
10_20240722,10,20240722,Koeleria_vallesiana,6.53
10_20240722,10,20240722,Lavandula_stoechas,6.56
10_20240722,10,20240722,Ononis_cfinosa,19.94
,,,,
10_20240722,10,20240722,Thesium_humifusum,0.94
10_20240722,10,20240722,Thymus_cf,6.83
10_20240722,10,20240722,Trifolium_angustifolium,3.18
10_20240722,10,20240722,Ulex_parviflorus,2.82
10_20240916,10,20240916,Dactylis_glomerata_juncinella,1.49
10_20240916,10,20240916,Helichrysum_serotinum_serotinum,1.11
10_20240916,10,20240916,Koeleria_vallesiana,5.53
10_20240916,10,20240916,Lavandula_stoechas,6.56
10_20240916,10,20240916,Ononis_cfinosa,11.68
,,,,
10_20240916,10,20240916,Thesium_humifusum,0.94
10_20240916,10,20240916,Thymus_cf,6.83
10_20240916,10,20240916,Ulex_parviflorus,2.82
10_20241017,10,20241017,Helichrysum_serotinum_serotinum,1.11
10_20241017,10,20241017,Lavandula_stoechas,6.56
10_20241017,10,20241017,Ononis_cfinosa,2.86
,,,,
10_20241017,10,20241017,Thesium_humifusum,0.94
10_20241017,10,20241017,Thymus_cf,6.83
10_20241017,10,20241017,Ulex_parviflorus,2.82
10_20250423,10,20250423,Arabis_cf,1.88
10_20250423,10,20250423,Avenula_bromoides_bromoides,1.25
10_20250423,10,20250423,Carlina_corymbosa_hispanica,0.63
10_20250423,10,20250423,Dactylis_glomerata_juncinella,2.5
10_20250423,10,20250423,Helichrysum_serotinum_serotinum,1.25
10_20250423,10,20250423,Hieracium_amplexicaule,0.63
10_20250423,10,20250423,Hypochaeris_glabra,3.75
10_20250423,10,20250423,Koeleria_vallesiana,1.5
10_20250423,10,20250423,Lavandula_stoechas,3.75
10_20250423,10,20250423,Ononis_spinosa_australis,4.75
,,,,
10_20250423,10,20250423,Thymus_zygis_gracilis,3.75
10_20250423,10,20250423,Ulex_parviflorus,0.63
10_20250521,10,20250521,Arabis_cf,1.88
10_20250521,10,20250521,Avenula_bromoides_bromoides,3.13
10_20250521,10,20250521,Carlina_corymbosa_hispanica,1.25
10_20250521,10,20250521,Cephalanthera_longifolia,0.75
10_20250521,10,20250521,Dactylis_glomerata_juncinella,1.25
10_20250521,10,20250521,Helichrysum_serotinum_serotinum,1.25
10_20250521,10,20250521,Hieracium_amplexicaule,0.63
10_20250521,10,20250521,Hypochaeris_glabra,3.75
10_20250521,10,20250521,Koeleria_vallesiana,2.38
10_20250521,10,20250521,Lathyrus_cf,0.63
10_20250521,10,20250521,Lavandula_stoechas,3.75
10_20250521,10,20250521,Ononis_spinosa_australis,7.88
,,,,
10_20250521,10,20250521,Thymus_zygis_gracilis,3.75
10_20250521,10,20250521,Ulex_parviflorus,1.25
10_20250521,10,20250521,Vicia_cf,2
10_20250617,10,20250617,Arabis_cf,1.88
10_20250617,10,20250617,Avenula_bromoides_bromoides,3.75
10_20250617,10,20250617,Carlina_corymbosa_hispanica,1.25
10_20250617,10,20250617,Cephalanthera_longifolia,0.75
10_20250617,10,20250617,Dactylis_glomerata_juncinella,0.63
10_20250617,10,20250617,Helichrysum_serotinum_serotinum,1.25
10_20250617,10,20250617,Hypochaeris_glabra,4.38
10_20250617,10,20250617,Jasione_montana_gracilis,0.38
10_20250617,10,20250617,Koeleria_vallesiana,2.38
10_20250617,10,20250617,Lavandula_stoechas,3.75
10_20250617,10,20250617,Ononis_spinosa_australis,11.63
,,,,
10_20250617,10,20250617,Thymus_zygis_gracilis,3.75
10_20250617,10,20250617,Trifolium_arvense,0.63
10_20250617,10,20250617,Ulex_parviflorus,1.25
10_20250617,10,20250617,Vicia_cf,3
10_20250715,10,20250715,Arabis_cf,1.88
10_20250715,10,20250715,Avenula_bromoides_bromoides,3.75
10_20250715,10,20250715,Carlina_corymbosa_hispanica,1.25
10_20250715,10,20250715,Cephalanthera_longifolia,0.75
10_20250715,10,20250715,Dactylis_glomerata_juncinella,0.63
10_20250715,10,20250715,Helichrysum_serotinum_serotinum,1.25
10_20250715,10,20250715,Hypochaeris_glabra,3.13
10_20250715,10,20250715,Jasione_montana_gracilis,0.38
10_20250715,10,20250715,Koeleria_vallesiana,2.38
10_20250715,10,20250715,Lavandula_stoechas,3.75
10_20250715,10,20250715,Ononis_spinosa_australis,11.63
,,,,
10_20250715,10,20250715,Thymus_zygis_gracilis,3.75
10_20250715,10,20250715,Trifolium_arvense,0.63
10_20250715,10,20250715,Ulex_parviflorus,1.25
10_20250904,10,20250904,Arabis_cf,1.88
10_20250904,10,20250904,Avenula_bromoides_bromoides,3.75
10_20250904,10,20250904,Carlina_corymbosa_hispanica,1.25
10_20250904,10,20250904,Cephalanthera_longifolia,0.75
10_20250904,10,20250904,Dactylis_glomerata_juncinella,0.63
10_20250904,10,20250904,Helichrysum_serotinum_serotinum,1.25
10_20250904,10,20250904,Hypochaeris_glabra,3.13
10_20250904,10,20250904,Jasione_montana_gracilis,0.38
10_20250904,10,20250904,Koeleria_vallesiana,2.38
10_20250904,10,20250904,Lavandula_stoechas,3.75
10_20250904,10,20250904,Ononis_spinosa_australis,11.63
,,,,
10_20250904,10,20250904,Thymus_zygis_gracilis,3.75
10_20250904,10,20250904,Trifolium_arvense,0.63
10_20250904,10,20250904,Ulex_parviflorus,1.25
114_20240521,114,20240521,Agrostis_stolonifera,3
114_20240521,114,20240521,Alyssum_alyssoides,2.75
114_20240521,114,20240521,Dactylis_glomerata_juncinella,2
114_20240521,114,20240521,Galium_cf,1.5
114_20240521,114,20240521,Koeleria_vallesiana,4
,,,,
,,,,
114_20240521,114,20240521,Teucrium_compactum,0.5
114_20240626,114,20240626,Agrostis_stolonifera,3
114_20240626,114,20240626,Alyssum_alyssoides,2.75
114_20240626,114,20240626,Dactylis_glomerata_juncinella,2
114_20240626,114,20240626,Galium_cf,1.5
114_20240626,114,20240626,Koeleria_vallesiana,4
,,,,
,,,,
114_20240626,114,20240626,Teucrium_compactum,0.5
114_20240722,114,20240722,Agrostis_stolonifera,3
114_20240722,114,20240722,Alyssum_alyssoides,2.75
114_20240722,114,20240722,Dactylis_glomerata_juncinella,2
114_20240722,114,20240722,Koeleria_vallesiana,4
,,,,
,,,,
114_20240722,114,20240722,Teucrium_compactum,0.5
114_20240916,114,20240916,Dactylis_glomerata_juncinella,0.75
,,,,
,,,,
114_20240916,114,20240916,Teucrium_compactum,0.5
114_20241017,114,20241017,Dactylis_glomerata_juncinella,0.63
,,,,
,,,,
114_20241017,114,20241017,Teucrium_compactum,0.5
114_20250423,114,20250423,Avenula_bromoides_bromoides,0.63
114_20250423,114,20250423,Dactylis_glomerata_juncinella,12.5
114_20250423,114,20250423,Lolium_perenne,1.88
,,,,
114_20250423,114,20250423,Teucrium_rotundifolium,0.63
114_20250521,114,20250521,Avenula_bromoides_bromoides,0.63
114_20250521,114,20250521,Corynephorus_canescens,2.5
114_20250521,114,20250521,Dactylis_glomerata_juncinella,12.5
114_20250521,114,20250521,Galium_cf,3.13
114_20250521,114,20250521,Lolium_perenne,1.88
,,,,
114_20250521,114,20250521,Teucrium_rotundifolium,1.25
114_20250617,114,20250617,Alyssum_alyssoides,1.25
114_20250617,114,20250617,Avenula_bromoides_bromoides,2.5
114_20250617,114,20250617,Corynephorus_canescens,2.5
114_20250617,114,20250617,Dactylis_glomerata_juncinella,12.5
114_20250617,114,20250617,Galium_cf,1.63
114_20250617,114,20250617,Lolium_perenne,1.88
,,,,
114_20250617,114,20250617,Teucrium_rotundifolium,1.25
114_20250715,114,20250715,Alyssum_alyssoides,1.25
114_20250715,114,20250715,Avenula_bromoides_bromoides,2.5
114_20250715,114,20250715,Corynephorus_canescens,2.5
114_20250715,114,20250715,Dactylis_glomerata_juncinella,12.5
114_20250715,114,20250715,Galium_cf,1.63
114_20250715,114,20250715,Lolium_perenne,1.88
,,,,
114_20250715,114,20250715,Teucrium_rotundifolium,1.25
114_20250904,114,20250904,Alyssum_alyssoides,1.25
114_20250904,114,20250904,Avenula_bromoides_bromoides,2.5
114_20250904,114,20250904,Corynephorus_canescens,2.5
114_20250904,114,20250904,Dactylis_glomerata_juncinella,12.5
114_20250904,114,20250904,Galium_cf,1.63
114_20250904,114,20250904,Lolium_perenne,1.88
,,,,
114_20250904,114,20250904,Teucrium_rotundifolium,1.25
12_20240521,12,20240521,Achnatherum_calamagrostis,1.25
12_20240521,12,20240521,Arabis_verna,2.5
,,,,
,,,,
,,,,
12_20240521,12,20240521,Ulex_parviflorus,2.5
12_20240626,12,20240626,Achnatherum_calamagrostis,1.5
12_20240626,12,20240626,Arabis_verna,2.5
12_20240626,12,20240626,Koeleria_vallesiana,1
,,,,
,,,,
,,,,
12_20240626,12,20240626,Ulex_parviflorus,3.75
12_20240722,12,20240722,Achnatherum_calamagrostis,1.5
12_20240722,12,20240722,Arabis_verna,2.5
12_20240722,12,20240722,Koeleria_vallesiana,1
,,,,
,,,,
,,,,
12_20240722,12,20240722,Ulex_parviflorus,3.75
12_20240916,12,20240916,Achnatherum_calamagrostis,1.5
12_20240916,12,20240916,Koeleria_vallesiana,1
,,,,
,,,,
,,,,
12_20240916,12,20240916,Ulex_parviflorus,3.75
12_20241017,12,20241017,Achnatherum_calamagrostis,1.5
12_20241017,12,20241017,Koeleria_vallesiana,1
,,,,
,,,,
,,,,
12_20241017,12,20241017,Ulex_parviflorus,3.75
12_20250423,12,20250423,Achnatherum_calamagrostis,2.5
12_20250423,12,20250423,Arabis_cf,2.25
,,,,
,,,,
12_20250423,12,20250423,Ulex_parviflorus,2.5
12_20250521,12,20250521,Achnatherum_calamagrostis,1.88
12_20250521,12,20250521,Arabis_cf,2.25
12_20250521,12,20250521,Festuca_hystrix,0.63
,,,,
,,,,
12_20250521,12,20250521,Ulex_parviflorus,2.5
12_20250617,12,20250617,Achnatherum_calamagrostis,1.88
12_20250617,12,20250617,Arabis_cf,2.25
12_20250617,12,20250617,Festuca_hystrix,0.63
,,,,
,,,,
12_20250617,12,20250617,Ulex_parviflorus,2.5
12_20250715,12,20250715,Achnatherum_calamagrostis,1.88
12_20250715,12,20250715,Arabis_cf,2.25
12_20250715,12,20250715,Festuca_hystrix,0.63
,,,,
,,,,
12_20250715,12,20250715,Ulex_parviflorus,2.5
12_20250904,12,20250904,Achnatherum_calamagrostis,1.88
12_20250904,12,20250904,Arabis_cf,2.25
12_20250904,12,20250904,Festuca_hystrix,0.63
,,,,
,,,,
12_20250904,12,20250904,Ulex_parviflorus,2.5
13_20240521,13,20240521,Carlina_corymbosa_hispanica,1.25
13_20240521,13,20240521,Dactylis_glomerata_juncinella,1
13_20240521,13,20240521,Koeleria_vallesiana,5.27
13_20240521,13,20240521,Sanguisorba_minor_minor,1.07
13_20240521,13,20240521,Teucrium_compactum,1.75
13_20240521,13,20240521,Thesium_humifusum,1.25
13_20240521,13,20240521,Thymus_cf,6.29
13_20240521,13,20240521,Trifolium_arvense,1.46
13_20240521,13,20240521,Ulex_parviflorus,2.54
13_20240626,13,20240626,Carlina_corymbosa_hispanica,1.5
13_20240626,13,20240626,Dactylis_glomerata_juncinella,0.42
13_20240626,13,20240626,Koeleria_vallesiana,6.23
13_20240626,13,20240626,Sanguisorba_minor_minor,1.07
13_20240626,13,20240626,Teucrium_compactum,1.75
13_20240626,13,20240626,Thesium_humifusum,1.25
13_20240626,13,20240626,Thymus_cf,6.54
13_20240626,13,20240626,Trifolium_arvense,1.46
13_20240626,13,20240626,Ulex_parviflorus,2.29
13_20240722,13,20240722,Carlina_corymbosa_hispanica,1.5
13_20240722,13,20240722,Dactylis_glomerata_juncinella,0.42
13_20240722,13,20240722,Koeleria_vallesiana,6.23
13_20240722,13,20240722,Sanguisorba_minor_minor,0.71
13_20240722,13,20240722,Teucrium_compactum,1.75
13_20240722,13,20240722,Thesium_humifusum,1.25
13_20240722,13,20240722,Thymus_cf,6.54
13_20240722,13,20240722,Trifolium_arvense,1.11
13_20240722,13,20240722,Ulex_parviflorus,2.29
13_20240916,13,20240916,Dactylis_glomerata_juncinella,0.42
13_20240916,13,20240916,Koeleria_vallesiana,6.23
13_20240916,13,20240916,Teucrium_compactum,1.75
13_20240916,13,20240916,Thesium_humifusum,1.25
13_20240916,13,20240916,Thymus_cf,6.54
13_20240916,13,20240916,Ulex_parviflorus,2.29
13_20241017,13,20241017,Koeleria_vallesiana,3.43
13_20241017,13,20241017,Teucrium_compactum,1.75
13_20241017,13,20241017,Thesium_humifusum,1.25
13_20241017,13,20241017,Thymus_cf,6.54
13_20241017,13,20241017,Ulex_parviflorus,2.29
13_20250423,13,20250423,Avenula_bromoides_bromoides,1.5
13_20250423,13,20250423,Carlina_corymbosa_hispanica,1.5
13_20250423,13,20250423,Koeleria_vallesiana,8.13
13_20250423,13,20250423,Sanguisorba_verrucosa,1.25
13_20250423,13,20250423,Teucrium_rotundifolium,3.13
13_20250423,13,20250423,Thymus_zygis_gracilis,8.75
13_20250423,13,20250423,Ulex_parviflorus,4.5
13_20250521,13,20250521,Avenula_bromoides_bromoides,1.25
13_20250521,13,20250521,Carlina_corymbosa_hispanica,1.5
13_20250521,13,20250521,Galium_cf,0.63
13_20250521,13,20250521,Koeleria_vallesiana,9
13_20250521,13,20250521,Logfia_minima,0.38
13_20250521,13,20250521,Sanguisorba_verrucosa,1.25
13_20250521,13,20250521,Teucrium_rotundifolium,3.13
13_20250521,13,20250521,Thymus_zygis_gracilis,8.75
13_20250521,13,20250521,Ulex_parviflorus,4.5
13_20250617,13,20250617,Avenula_bromoides_bromoides,0.63
13_20250617,13,20250617,Carlina_corymbosa_hispanica,1.5
13_20250617,13,20250617,Galium_cf,1.25
13_20250617,13,20250617,Koeleria_vallesiana,10
13_20250617,13,20250617,Logfia_minima,0.38
13_20250617,13,20250617,Lolium_perenne,0.63
13_20250617,13,20250617,Sanguisorba_verrucosa,1.25
13_20250617,13,20250617,Teucrium_rotundifolium,3.13
13_20250617,13,20250617,Thymus_zygis_gracilis,8.75
13_20250617,13,20250617,Ulex_parviflorus,4.5
13_20250715,13,20250715,Avenula_bromoides_bromoides,0.63
13_20250715,13,20250715,Carlina_corymbosa_hispanica,1.5
13_20250715,13,20250715,Galium_cf,1.25
13_20250715,13,20250715,Koeleria_vallesiana,10
13_20250715,13,20250715,Logfia_minima,0.38
13_20250715,13,20250715,Lolium_perenne,0.63
13_20250715,13,20250715,Sanguisorba_verrucosa,1.25
13_20250715,13,20250715,Teucrium_rotundifolium,3.13
13_20250715,13,20250715,Thymus_zygis_gracilis,8.75
13_20250715,13,20250715,Ulex_parviflorus,4.5
13_20250904,13,20250904,Avenula_bromoides_bromoides,0.63
13_20250904,13,20250904,Carlina_corymbosa_hispanica,1.5
13_20250904,13,20250904,Galium_cf,1.25
13_20250904,13,20250904,Koeleria_vallesiana,10
13_20250904,13,20250904,Logfia_minima,0.38
13_20250904,13,20250904,Lolium_perenne,0.63
13_20250904,13,20250904,Sanguisorba_verrucosa,1.25
13_20250904,13,20250904,Teucrium_rotundifolium,3.13
13_20250904,13,20250904,Thymus_zygis_gracilis,8.75
13_20250904,13,20250904,Ulex_parviflorus,4.5
,,,,
14_20240607,14,20240607,Cerastium_cf,0.75
14_20240607,14,20240607,Crucianella_angustifolia,1.75
14_20240607,14,20240607,Dactylis_glomerata_juncinella,15.44
14_20240607,14,20240607,Helictochloa_levis,2.5
14_20240607,14,20240607,Koeleria_vallesiana,17.56
14_20240607,14,20240607,Lamium_amplexicaule,1.06
14_20240607,14,20240607,Potentilla_cf,2
,,,,
14_20240607,14,20240607,Rumex_angiocarpus,6.75
14_20240607,14,20240607,cfergularia_segetalis,2.56
14_20240607,14,20240607,Stellaria_media,0.91
14_20240607,14,20240607,Vicia_cf,1.96
14_20240704,14,20240704,Armeria_filicaulis_trevenqueana,2.5
,,,,
14_20240704,14,20240704,Crucianella_angustifolia,1.75
14_20240704,14,20240704,Dactylis_glomerata_juncinella,15.44
14_20240704,14,20240704,Genista_versicolor,2.5
14_20240704,14,20240704,Koeleria_vallesiana,14.25
14_20240704,14,20240704,Lamium_amplexicaule,1.06
14_20240704,14,20240704,Potentilla_cf,2
14_20240704,14,20240704,Rumex_angiocarpus,4.5
14_20240905,14,20240905,Armeria_filicaulis_trevenqueana,2.5
,,,,
14_20240905,14,20240905,Dactylis_glomerata_juncinella,15.44
14_20240905,14,20240905,Genista_versicolor,2.5
14_20240905,14,20240905,Potentilla_cf,2
14_20240905,14,20240905,Rumex_angiocarpus,1.5
14_20241003,14,20241003,Armeria_filicaulis_trevenqueana,2.22
,,,,
14_20241003,14,20241003,Dactylis_glomerata_juncinella,14.69
14_20241003,14,20241003,Genista_versicolor,2.22
14_20241003,14,20241003,Koeleria_vallesiana,9.11
14_20241003,14,20241003,Potentilla_cf,1.86
14_20241003,14,20241003,Rumex_angiocarpus,9.5
,,,,
14_20250506,14,20250506,Bromus_sterilis,16.25
14_20250506,14,20250506,Crucianella_angustifolia,1.25
14_20250506,14,20250506,Cynosurus_echinatus,11.25
14_20250506,14,20250506,Dactylis_glomerata_juncinella,25
14_20250506,14,20250506,Genista_longipes_longipes,8.75
14_20250506,14,20250506,Lysimachia_ephemerum,0.63
14_20250506,14,20250506,Poa_bulbosa,6.25
14_20250506,14,20250506,Potentilla_hirta,1.88
14_20250506,14,20250506,Rumex_angiocarpus,4.38
14_20250506,14,20250506,Scleranthus_annuus_annuus,1.25
14_20250506,14,20250506,Veronica_cf,0.63
14_20250611,14,20250611,Avenula_bromoides_bromoides,0.63
,,,,
14_20250611,14,20250611,Bromus_sterilis,16.88
14_20250611,14,20250611,Crucianella_angustifolia,1.25
14_20250611,14,20250611,Cynosurus_echinatus,11.25
14_20250611,14,20250611,Dactylis_glomerata_juncinella,25
14_20250611,14,20250611,Genista_longipes_longipes,8.75
14_20250611,14,20250611,Lysimachia_ephemerum,0.63
14_20250611,14,20250611,Poa_bulbosa,6.25
14_20250611,14,20250611,Potentilla_hirta,1.88
14_20250611,14,20250611,Rumex_angiocarpus,4.38
14_20250611,14,20250611,Scleranthus_annuus_annuus,1.25
14_20250611,14,20250611,Veronica_cf,0.63
14_20250701,14,20250701,Avenula_bromoides_bromoides,0.63
,,,,
14_20250701,14,20250701,Bromus_sterilis,16.88
14_20250701,14,20250701,Crucianella_angustifolia,1.25
14_20250701,14,20250701,Cynosurus_echinatus,11.25
14_20250701,14,20250701,Dactylis_glomerata_juncinella,25
14_20250701,14,20250701,Genista_longipes_longipes,8.75
14_20250701,14,20250701,Lysimachia_ephemerum,0.63
14_20250701,14,20250701,Poa_bulbosa,6.25
14_20250701,14,20250701,Potentilla_hirta,1.88
14_20250701,14,20250701,Rumex_angiocarpus,4.38
14_20250701,14,20250701,Scleranthus_annuus_annuus,0.63
,,,,
14_20250728,14,20250728,Bromus_sterilis,5
14_20250728,14,20250728,Dactylis_glomerata_juncinella,21.25
14_20250728,14,20250728,Genista_longipes_longipes,8.75
14_20250728,14,20250728,Lysimachia_ephemerum,0.63
14_20250728,14,20250728,Potentilla_hirta,1.88
14_20250728,14,20250728,Rumex_angiocarpus,4.38
,,,,
14_20250909,14,20250909,Bromus_sterilis,5
14_20250909,14,20250909,Dactylis_glomerata_juncinella,21.25
14_20250909,14,20250909,Genista_longipes_longipes,8.75
14_20250909,14,20250909,Lysimachia_ephemerum,0.63
14_20250909,14,20250909,Potentilla_hirta,1.88
14_20250909,14,20250909,Rumex_angiocarpus,4.38
16_20240521,16,20240521,Carlina_corymbosa_hispanica,0.54
16_20240521,16,20240521,Koeleria_vallesiana,3.5
16_20240521,16,20240521,Linum_strictum,3.05
16_20240521,16,20240521,Muscari_matritensis,0.75
16_20240521,16,20240521,Ruta_montana,4.21
16_20240521,16,20240521,Sanguisorba_minor_minor,0.97
16_20240521,16,20240521,Teucrium_compactum,1.25
16_20240521,16,20240521,Thesium_humifusum,2.34
16_20240521,16,20240521,Thymus_cf,11.13
16_20240521,16,20240521,Trifolium_angustifolium,1
16_20240626,16,20240626,Carlina_corymbosa_hispanica,0.54
16_20240626,16,20240626,Koeleria_vallesiana,5.23
16_20240626,16,20240626,Linum_strictum,3.73
16_20240626,16,20240626,Muscari_matritensis,0.75
16_20240626,16,20240626,Ruta_montana,3.23
16_20240626,16,20240626,Sanguisorba_minor_minor,0.97
16_20240626,16,20240626,Teucrium_compactum,1.25
16_20240626,16,20240626,Thesium_humifusum,2.19
16_20240626,16,20240626,Thymus_cf,8.96
16_20240626,16,20240626,Trifolium_angustifolium,1
16_20240722,16,20240722,Koeleria_vallesiana,5.23
16_20240722,16,20240722,Linum_strictum,2.9
16_20240722,16,20240722,Ruta_montana,3.23
16_20240722,16,20240722,Sanguisorba_minor_minor,0.47
16_20240722,16,20240722,Teucrium_compactum,1.25
16_20240722,16,20240722,Thesium_humifusum,2.19
16_20240722,16,20240722,Thymus_cf,8.96
16_20240722,16,20240722,Trifolium_angustifolium,1
16_20240916,16,20240916,Koeleria_vallesiana,5.23
16_20240916,16,20240916,Ruta_montana,2.76
16_20240916,16,20240916,Sanguisorba_minor_minor,0.47
16_20240916,16,20240916,Teucrium_compactum,1.25
16_20240916,16,20240916,Thesium_humifusum,2.19
16_20240916,16,20240916,Thymus_cf,8.96
16_20241017,16,20241017,Koeleria_vallesiana,2.12
16_20241017,16,20241017,Ruta_montana,2.76
16_20241017,16,20241017,Teucrium_compactum,1.25
16_20241017,16,20241017,Thesium_humifusum,2.19
16_20241017,16,20241017,Thymus_cf,7.89
16_20250423,16,20250423,Avenula_bromoides_bromoides,1.25
16_20250423,16,20250423,Carlina_corymbosa_hispanica,1.25
16_20250423,16,20250423,Dactylis_glomerata_juncinella,0.63
16_20250423,16,20250423,Helichrysum_serotinum_serotinum,0.63
16_20250423,16,20250423,Koeleria_vallesiana,8.13
16_20250423,16,20250423,Ruta_montana,4.38
16_20250423,16,20250423,Sanguisorba_verrucosa,1.25
16_20250423,16,20250423,Teucrium_rotundifolium,1.25
16_20250423,16,20250423,Thymus_zygis_gracilis,16.25
16_20250521,16,20250521,Avenula_bromoides_bromoides,1.25
16_20250521,16,20250521,Carlina_corymbosa_hispanica,1.25
16_20250521,16,20250521,Dactylis_glomerata_juncinella,0.63
16_20250521,16,20250521,Helichrysum_serotinum_serotinum,0.63
16_20250521,16,20250521,Koeleria_vallesiana,8.13
16_20250521,16,20250521,Linum_catharticum,5.63
16_20250521,16,20250521,Ruta_montana,4.38
16_20250521,16,20250521,Sanguisorba_verrucosa,1.25
16_20250521,16,20250521,Teucrium_rotundifolium,1.25
16_20250521,16,20250521,Thesium_humifusum,1.25
16_20250521,16,20250521,Thymus_zygis_gracilis,16.25
16_20250521,16,20250521,Trifolium_arvense,1.25
16_20250521,16,20250521,Vicia_cf,1.88
16_20250617,16,20250617,Avenula_bromoides_bromoides,1.25
16_20250617,16,20250617,Carlina_corymbosa_hispanica,1.25
16_20250617,16,20250617,Dactylis_glomerata_juncinella,0.63
16_20250617,16,20250617,Helichrysum_serotinum_serotinum,0.63
16_20250617,16,20250617,Koeleria_vallesiana,8.13
16_20250617,16,20250617,Linum_catharticum,6.88
16_20250617,16,20250617,Ruta_montana,4.38
16_20250617,16,20250617,Sanguisorba_verrucosa,1.25
16_20250617,16,20250617,Teucrium_rotundifolium,1.25
16_20250617,16,20250617,Thesium_humifusum,1.25
16_20250617,16,20250617,Thymus_zygis_gracilis,16.25
16_20250617,16,20250617,Trifolium_arvense,1.25
16_20250617,16,20250617,Vicia_cf,1.88
16_20250715,16,20250715,Avenula_bromoides_bromoides,1.25
16_20250715,16,20250715,Carlina_corymbosa_hispanica,1.25
16_20250715,16,20250715,Dactylis_glomerata_juncinella,0.63
16_20250715,16,20250715,Helichrysum_serotinum_serotinum,0.63
16_20250715,16,20250715,Koeleria_vallesiana,8.13
16_20250715,16,20250715,Linum_catharticum,6.88
16_20250715,16,20250715,Ruta_montana,4.38
16_20250715,16,20250715,Teucrium_rotundifolium,1.25
16_20250715,16,20250715,Thesium_humifusum,1.25
16_20250715,16,20250715,Thymus_zygis_gracilis,16.25
16_20250715,16,20250715,Trifolium_arvense,1.25
16_20250904,16,20250904,Avenula_bromoides_bromoides,1.25
