ID_micro_fecha,micro,fecha,Arenaria_serpyllifolia,Asphodelus_macrocarpus_rubescens,Silene_rupestris,Torilis_cf,Trifolium_cf,Vicia_cf,Fumaria_capreolata,Geranium_cf,Rumex_angiocarpus,Anthriscus_caucalis,Asphodelus_macrocarpus_rubescens,Geranium_molle,Poa_pratensis,Silene_cf,Torilis_leptophylla,Viola_arvensis,Arabis_verna,Cephalanthera_longifolia,Dactylis_glomerata_juncinella,Helichrysum_serotinum_serotinum,Hypochaeris_glabra,Jasione_montana_gracilis,Koeleria_vallesiana,Lavandula_stoechas,Ononis_cfinosa,Thesium_humifusum,Thymus_mastichina,Trifolium_angustifolium,Ulex_parviflorus,Eryngium_bourgatii,Thymus_cf,Arabis_cf,Avenula_bromoides_bromoides,Carlina_corymbosa_hispanica,Hieracium_amplexicaule,Ononis_spinosa_australis,Thymus_zygis_gracilis,Lathyrus_cf,Trifolium_arvense,Agrostis_stolonifera,Alyssum_alyssoides,Galium_cf,Teucrium_compactum,Lolium_perenne,Teucrium_rotundifolium,Corynephorus_canescens,Achnatherum_calamagrostis,Festuca_hystrix,Sanguisorba_minor_minor,Sanguisorba_verrucosa,Logfia_minima,Cerastium_cf,Crucianella_angustifolia,Helictochloa_levis,Lamium_amplexicaule,Potentilla_cf,cfergularia_segetalis,Stellaria_media,Armeria_filicaulis_trevenqueana,Genista_versicolor,Bromus_sterilis,Cynosurus_echinatus,Genista_longipes_longipes,Lysimachia_ephemerum,Poa_bulbosa,Potentilla_hirta,Scleranthus_annuus_annuus,Veronica_cf,Linum_strictum,Muscari_matritensis,Ruta_montana,Linum_catharticum,Pilosella_pseudopilosella,Poa_cf,Cerastium_fontanum_vulgare,Acinos_alpinus_meridionalis,Anthemis_arvensis,Dorycnium_pentaphyllum,Helianthemum_apenninum,Cytisus_galianoi,Helianthemum_nummularium,Saxifraga_granulata,Campanula_rapunculus,Papaver_dubium,Tolpis_cf,Ranunculus_cf,Taraxacum_officinale,Scabiosa_turolensis_turolensis,Crepis_oporinoides,Erinacea_anthyllis,Arenaria_agreggata,Arenaria_tetraquetra_murcica,Petrorhagia_nanteuilii,Plantago_holosteum,Dianthus_brachyanthus,Dianthus_lusitanus,Poa_annua,Cuscuta_epithymum_kotschyi,Cerastium_arvense,Jurinea_falsa,Centaurea_cf,Taraxacum_laevigatum,Arenaria_alfacarensis,Jurinea_humilis,Erinacea_cytisus,Cardamine_hirsuta,Linaria_aeruginea_nevadensis,Sedum_cf,Scleranthus_annuus,Festuca_scariosa,Anthemis_pedunculata_pedunculata,Aegilops_geniculata,Agrostemma_githago,Aristolochia_paucinervis,Geranium_cf2,Rhagadiolus_stellatus,Tragopogon_cf,Convolvulus_arvensis,Rhagadiolus_edulis,Brachypodium_sylvaticum,Muscari_comosum,Hormathophylla_cf,Hormatophylla_spinosa,Arabis_auriculata,Cirsium_acaulon_gregarium,Helictotrichon_sarracenorum,Filago_micropodioides,Apium_graveolens,Petrorhagia_grande,Caucalis_platycarpos,Smyrnium_perfoliatum,Euphorbia_segetalis,Artemisia_campestris,Filago_cf,Santolina_chamaecyparissus,Anthemis_arvensis_incrassata,Myosotis_cf,Santolina_canescens,Tragopogon_pratensis,Hypericum_cf,Marrubium_supinum,Arabis_alpina,Mantisalca_salmantica,Tragopogon_angustifolius,Erysimum_cf,Senecio_minutus,Cytisus_grandiflorus,Thapsia_villosa,Crupina_vulgaris,Bituminaria_bituminosa,Bromus_tectorum,Crepis_albida_scorzoneroides,Avena_sterilis,Biscutella_laxa,Petrorhagia_larga,Lactuca_cf,Festuca_cf,Phalaris_cf,Petrosedum_cf,Thymus_serpylloides_serpylloides,Poa_nemoralis,Anthoxanthum_odoratum,Herniaria_cf,Festuca_filiformis,Argyrolobium_zanonii,Andryala_integrifolia,Helianthemum_cf,Helianthemum_appeninum_stoechadifolium,Campanula_grande,Verbascum_cf,Verbascum_nevadense,Orchis_mascula,Chaerophyllum_hirsutum,Lactuca_virosa_livida,Picnomon_acarna,Scorzonera_angustifolia,Cistus_clusii_clusii,Macrochloa_tenacissima,Paronychia_argentea,Andryala_ragusina,Anthyllis_cf,Anthyllis_cytisoides,Paronychia_sufruticosa_sufruticosa
10_20241017,10,20241017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11,0,0,0,6.56,2.86,0.94,0,0,2.82,0,6.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10_20250423,10,20250423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,1.25,3.75,0,1.5,3.75,0,0,0,0,0.63,0,0,1.88,1.25,0.63,0.63,4.75,3.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10_20250521,10,20250521,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.75,1.25,1.25,3.75,0,2.38,3.75,0,0,0,0,1.25,0,0,1.88,3.13,1.25,0.63,7.88,3.75,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10_20250617,10,20250617,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0.75,0.63,1.25,4.38,0.38,2.38,3.75,0,0,0,0,1.25,0,0,1.88,3.75,1.25,0,11.63,3.75,0,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10_20250715,10,20250715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.63,1.25,3.13,0.38,2.38,3.75,0,0,0,0,1.25,0,0,1.88,3.75,1.25,0,11.63,3.75,0,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10_20250904,10,20250904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.63,1.25,3.13,0.38,2.38,3.75,0,0,0,0,1.25,0,0,1.88,3.75,1.25,0,11.63,3.75,0,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114_20240521,114,20240521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2.75,1.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114_20240626,114,20240626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2.75,1.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114_20240722,114,20240722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2.75,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114_20240916,114,20240916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114_20241017,114,20241017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114_20250423,114,20250423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63,0,0,0,0,0,0,0,0,0,0,1.88,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114_20250521,114,20250521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63,0,0,0,0,0,0,0,0,3.13,0,1.88,1.25,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114_20250617,114,20250617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,1.25,1.63,0,1.88,1.25,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
